qt_civilian_card,qt_military_cards,qt_commercial_cards,qt_raw_materials,qt_manufactured_good,qt_scientific_cards,qt_guild_cards,wonder_id,wonder_stage,qt_clay,qt_coins,qt_compass,qt_gear,qt_glass,qt_loom,qt_ore,qt_papyrus,qt_shields,qt_stone,qt_tablet,qt_wood,civilian_points,commercial_points,guild_points,military_points,scientific_points,total_points,wonder_points,winner,total_reward
2,3,1,5,2,0,1,3,1,0,57,0,0,1,1,3,0,5,2,0,3,14,24,3,15,0,59,3,True,127
3,2,2,2,3,1,2,1,2,1,5,0,0,1,1,0,1,3,2,0,2,20,3,7,8,4,45,3,True,111
4,1,3,4,2,0,0,3,3,0,41,0,0,1,1,3,0,3,1,0,2,27,16,0,3,0,56,10,True,130
2,2,3,2,2,1,2,1,3,1,37,0,0,1,0,2,1,2,0,0,1,11,15,8,10,4,58,10,True,126
2,2,5,3,2,0,1,13,3,1,18,0,0,1,1,0,1,4,0,0,3,14,11,5,13,0,46,3,True,126
3,2,4,6,1,0,0,10,2,1,42,0,0,1,0,3,0,4,2,0,3,21,26,0,7,0,61,7,True,129
0,3,1,5,2,0,1,0,3,0,26,0,0,1,0,3,1,5,3,0,3,0,11,8,18,0,52,15,True,110
2,3,4,3,1,0,0,12,3,0,17,0,0,1,0,0,1,5,2,0,2,15,9,0,18,0,49,7,True,117
1,1,5,4,1,0,2,8,3,1,38,0,0,1,0,0,0,1,3,0,3,8,21,10,-2,1,41,3,True,112
2,3,3,2,2,2,0,0,3,0,16,0,0,1,1,1,0,6,1,0,0,12,8,0,17,2,54,15,True,117
4,2,3,4,2,0,0,1,3,1,36,0,0,1,1,2,0,4,2,0,2,27,16,0,9,1,63,10,True,144
2,2,4,3,3,0,1,7,3,0,14,0,0,1,1,2,1,2,3,0,0,12,10,3,12,0,50,13,True,116
3,1,4,3,3,0,0,2,3,0,46,0,0,1,1,2,1,3,0,0,3,19,22,0,6,0,57,10,True,130
4,2,0,4,3,1,0,0,2,2,5,0,0,1,1,3,1,2,1,0,0,26,1,0,10,1,46,8,True,110
2,1,2,5,2,1,1,11,2,1,35,0,0,1,0,2,2,1,0,0,3,11,11,8,9,1,45,5,True,112
3,3,3,2,2,0,2,2,3,0,12,0,0,1,0,3,1,5,0,0,1,20,4,13,18,0,65,10,True,141
1,1,6,3,1,2,1,8,3,1,33,0,0,1,0,2,0,1,0,0,1,6,23,3,2,10,47,3,True,107
4,2,0,7,1,0,2,9,3,2,8,0,0,1,0,2,0,4,3,0,4,25,2,11,8,0,51,5,True,123
2,2,3,3,3,2,0,12,0,0,44,0,0,2,1,2,1,5,2,0,1,12,20,0,12,2,46,0,True,97
4,2,5,3,0,0,0,4,3,0,53,0,0,0,0,1,1,2,0,0,2,26,25,0,2,0,63,10,True,132
3,2,4,2,3,0,2,9,3,1,25,0,0,1,1,0,1,2,1,0,1,19,15,8,4,0,51,5,True,120
4,1,1,3,2,4,0,4,2,0,6,0,0,1,1,1,1,1,0,0,3,27,2,0,8,10,50,3,True,118
2,3,4,1,2,0,1,1,3,1,13,0,0,1,1,0,0,5,0,0,2,15,7,4,12,1,49,10,True,118
3,3,3,2,2,3,1,13,0,2,10,0,0,1,1,0,1,6,2,0,0,21,3,5,9,5,43,0,True,119
3,1,4,3,3,0,1,6,3,0,40,0,0,1,2,1,1,2,2,0,1,21,20,7,6,0,64,10,True,139
1,2,5,3,2,0,1,5,3,0,41,0,0,2,1,1,0,4,0,0,3,5,24,2,8,0,49,10,True,114
1,2,5,4,1,1,0,11,2,0,29,0,0,1,0,0,1,3,2,0,3,6,16,0,11,1,39,5,True,98
3,2,2,4,2,1,0,8,2,2,47,0,0,1,0,2,1,4,2,0,2,20,17,0,-4,1,37,3,True,103
3,3,1,3,2,0,0,9,2,0,20,0,0,1,0,2,1,8,0,0,4,17,6,0,11,0,39,5,True,100
2,1,1,4,2,2,1,4,3,0,39,0,0,1,0,3,2,1,0,0,3,12,13,7,18,4,64,10,True,127
1,1,1,5,2,5,0,11,1,2,31,0,0,1,1,3,1,1,2,0,0,6,11,0,8,16,43,2,True,91
4,2,2,4,3,0,1,2,2,0,16,0,0,1,1,2,1,2,2,0,4,27,9,8,9,0,56,3,True,144
2,2,4,2,2,3,0,13,3,0,32,0,0,1,1,0,1,5,0,0,2,14,12,0,16,9,54,3,True,128
2,2,4,2,2,2,1,0,3,0,18,0,0,1,0,0,1,4,1,0,2,12,11,6,14,2,60,15,True,127
3,1,3,3,3,2,0,13,2,0,7,0,0,1,2,2,1,1,0,0,3,20,7,0,2,2,34,3,False,103
4,1,4,3,2,0,0,11,3,0,30,0,0,1,0,2,2,1,0,0,2,27,13,0,9,0,59,10,True,135
2,3,2,4,2,1,1,8,3,1,20,0,0,1,0,2,1,5,0,0,3,14,10,0,18,4,49,3,True,120
1,2,2,5,1,0,0,0,3,0,39,0,0,1,0,3,0,3,3,0,3,6,21,0,13,0,55,15,True,107
2,3,5,2,3,1,0,3,1,0,29,0,0,1,1,1,1,6,1,0,2,15,16,0,18,1,53,3,True,116
3,2,3,3,3,1,1,10,2,0,50,0,0,1,1,3,1,6,0,0,2,21,19,8,17,1,73,7,True,142
1,3,2,5,0,1,1,6,1,0,33,0,0,0,1,1,0,7,3,0,2,6,12,5,15,1,42,3,True,94
3,2,4,2,3,0,1,11,3,0,41,0,0,1,1,1,2,4,0,0,0,20,17,5,10,0,62,10,True,139
1,2,4,4,0,2,1,11,2,0,36,0,0,0,0,1,1,4,2,0,2,6,20,3,4,4,42,5,True,97
1,1,6,1,2,4,1,13,1,0,26,0,0,0,2,0,1,1,2,0,0,8,14,4,8,10,46,2,True,105
2,2,2,5,2,0,2,2,3,0,35,0,0,1,0,2,1,4,3,0,2,14,16,13,14,0,67,10,True,152
1,2,6,2,2,0,1,2,3,0,44,0,0,1,1,2,0,4,1,0,1,7,25,5,8,0,55,10,True,128
3,2,2,3,2,2,1,9,2,0,22,0,0,1,0,0,1,4,2,0,4,21,10,6,4,4,50,5,True,124
2,2,4,4,1,2,0,4,2,0,48,0,0,0,1,1,1,4,1,0,3,15,22,0,9,2,51,3,True,119
3,3,3,3,1,0,1,9,3,0,38,0,0,0,0,2,1,6,2,0,1,19,15,2,18,0,59,5,True,129
3,3,3,2,2,2,0,7,3,0,29,0,0,1,0,1,1,6,1,0,0,20,12,0,18,2,65,13,True,139
1,2,5,1,3,3,0,6,3,0,28,0,0,1,2,1,1,4,0,0,0,7,18,0,14,5,54,10,True,111
3,1,3,3,3,0,1,5,3,1,38,0,0,2,1,2,1,3,2,0,0,20,12,7,2,0,51,10,True,122
4,1,4,3,3,0,0,2,3,0,31,0,0,1,1,2,1,1,0,0,3,25,13,0,9,0,57,10,True,139
2,2,4,3,2,0,1,0,3,0,45,0,0,1,1,3,0,2,3,0,0,15,22,7,1,0,60,15,True,127
3,3,3,3,1,0,1,12,3,0,17,0,0,2,0,0,0,5,2,0,2,21,5,2,6,0,41,7,True,117
2,2,4,3,1,1,1,2,3,1,20,0,0,1,0,1,0,2,2,0,1,12,13,0,3,4,42,10,True,104
1,1,4,4,1,0,2,0,3,0,35,0,0,1,0,3,0,2,4,0,0,5,18,9,-1,0,46,15,True,105
3,2,5,3,3,0,0,13,2,0,27,0,0,1,2,0,1,2,2,0,3,21,17,0,18,0,59,3,True,137
1,1,5,3,1,1,1,3,3,0,23,0,0,1,0,3,0,3,2,0,1,8,18,3,11,1,51,10,True,109
2,2,2,3,3,3,0,1,2,1,14,0,0,1,1,0,1,3,1,0,3,15,7,0,12,10,47,3,True,100
3,2,1,4,1,1,2,4,2,0,43,0,0,1,0,1,1,3,2,0,3,20,14,9,4,1,51,3,True,123
2,3,3,2,1,1,0,6,3,0,24,0,0,1,1,1,0,6,0,0,2,11,11,0,17,1,50,10,True,109
2,2,6,2,3,1,1,1,1,1,27,0,0,1,1,0,1,3,2,0,0,13,18,2,12,1,49,3,True,108
3,2,3,4,1,1,0,8,3,1,24,0,0,1,0,3,0,2,2,0,2,21,8,0,0,4,36,3,False,108
2,1,3,2,3,3,1,4,3,0,35,0,0,1,1,0,2,2,1,0,1,13,14,3,9,5,54,10,True,117
2,2,2,4,2,0,2,4,3,0,23,0,0,1,0,3,2,3,2,0,1,11,7,9,13,0,50,10,True,119
3,2,3,5,2,0,0,1,3,1,26,0,0,1,0,1,1,4,2,0,3,21,13,0,12,1,57,10,True,134
1,1,2,5,2,2,0,12,3,3,46,0,0,2,0,1,1,3,2,0,1,7,18,0,3,4,39,7,True,95
0,3,1,4,1,0,1,0,3,0,25,0,0,1,0,2,0,5,3,0,1,0,9,5,10,0,39,15,True,92
2,4,3,1,2,1,2,8,3,1,16,0,0,1,0,0,1,7,0,0,2,13,8,9,18,4,55,3,True,121
0,3,4,2,2,1,2,4,3,0,27,0,0,1,0,0,2,5,2,0,0,0,16,11,18,1,56,10,True,113
3,1,2,5,1,0,2,0,3,0,16,0,0,0,0,2,1,2,3,0,3,17,10,6,-1,0,47,15,True,115
1,1,3,5,2,1,2,6,3,0,59,0,0,1,1,2,1,3,2,0,1,8,22,9,3,1,53,10,True,124
4,2,1,4,2,0,1,11,3,0,46,0,0,1,0,1,2,2,3,0,2,27,15,7,12,0,71,10,True,148
0,2,4,4,2,1,2,1,3,1,32,0,0,0,1,1,1,2,2,0,3,0,17,6,8,4,45,10,True,106
1,2,1,4,2,4,0,0,1,0,35,0,0,1,0,2,1,2,3,0,1,6,12,0,6,13,40,3,True,85
0,2,3,2,2,2,2,5,3,0,23,0,0,2,0,2,1,2,0,0,1,0,10,10,9,2,41,10,True,97
3,2,1,4,3,1,1,8,2,1,29,0,0,1,1,2,1,4,1,0,3,21,9,8,0,1,42,3,True,119
0,4,3,4,1,0,2,6,3,1,30,0,0,0,2,1,0,9,0,0,3,0,13,9,17,0,49,10,True,111
2,2,3,3,2,2,1,7,3,0,18,0,0,1,0,1,1,3,2,0,2,12,9,6,2,2,44,13,True,120
1,2,4,4,1,1,2,6,3,0,40,0,0,1,1,3,0,4,1,0,1,8,20,11,8,1,58,10,True,128
1,2,4,3,2,2,0,13,1,0,26,0,0,1,1,0,1,4,2,0,1,6,12,0,18,2,40,2,True,95
1,3,3,2,2,0,1,10,2,1,40,0,0,1,0,1,1,7,0,0,2,6,16,5,18,0,52,7,True,114
4,1,3,4,2,1,0,0,2,0,34,0,0,1,0,3,1,3,1,0,2,27,15,0,9,1,60,8,True,135
2,2,4,2,2,2,0,6,2,0,33,0,0,1,1,2,1,4,2,0,0,15,17,0,18,2,55,3,True,112
2,2,5,5,1,0,0,12,3,0,39,0,0,2,0,1,0,6,2,0,2,15,23,0,7,0,52,7,True,131
2,2,3,2,2,4,1,1,1,1,10,0,0,1,1,2,0,2,0,0,0,15,6,4,1,10,39,3,True,94
3,3,2,2,3,2,0,0,3,0,15,0,0,1,1,2,1,4,3,0,0,21,5,0,12,2,55,15,True,121
1,2,3,4,2,1,1,10,2,0,67,0,0,1,1,2,0,6,2,0,2,6,26,5,7,1,52,7,True,118
1,2,3,1,3,2,1,8,3,2,21,0,0,1,1,0,1,2,0,0,0,8,7,8,12,10,48,3,True,111
3,1,2,4,2,2,2,6,1,2,13,0,0,1,1,0,1,1,0,0,3,20,8,4,12,4,51,3,True,114
2,3,4,3,2,0,1,1,3,1,15,0,0,1,1,3,0,5,0,0,0,15,11,3,18,1,58,10,True,134
2,1,5,2,2,2,1,13,3,0,34,0,0,1,1,2,1,3,2,0,0,15,14,5,2,2,41,3,True,118
4,2,3,3,1,1,0,5,3,0,22,0,0,2,0,2,0,4,0,0,3,26,10,0,14,1,61,10,True,133
1,3,4,3,2,0,0,1,3,1,37,0,0,1,0,2,1,5,0,0,3,6,19,0,14,1,50,10,True,110
2,0,3,4,2,1,0,7,2,0,48,0,0,1,0,0,1,0,2,0,3,11,18,0,0,1,38,8,True,97
3,1,4,4,3,0,0,13,3,2,44,0,0,1,2,0,1,1,3,0,0,20,18,0,3,0,44,3,True,119
3,1,5,5,1,0,0,12,3,0,39,0,0,1,1,2,0,3,2,0,1,20,21,0,0,0,48,7,True,125
3,2,4,1,2,2,0,1,3,1,14,0,0,1,0,0,1,3,0,0,0,21,11,0,18,10,70,10,True,138
2,3,3,3,3,1,0,12,3,0,22,0,0,2,1,0,1,7,3,0,2,15,10,0,14,1,47,7,True,115
0,2,5,4,1,0,1,5,3,0,63,0,0,2,0,0,0,4,2,0,3,0,33,2,9,0,54,10,True,117
4,1,1,4,3,2,0,6,1,1,10,0,0,1,2,0,1,2,2,0,2,27,3,0,-1,2,34,3,False,98
2,2,4,3,2,0,1,13,3,0,29,0,0,1,1,2,1,2,0,0,3,15,12,2,18,0,50,3,True,127
4,4,2,2,2,0,0,5,3,0,32,0,0,2,1,0,0,8,0,0,2,25,10,0,18,0,63,10,True,135
3,1,0,5,2,0,2,5,3,0,18,0,0,2,0,1,1,1,2,0,2,21,6,11,18,0,66,10,True,140
2,3,3,2,2,0,2,2,3,0,15,0,0,1,0,0,1,5,0,0,4,14,8,14,11,0,57,10,True,134
4,4,2,1,2,0,1,8,3,1,6,0,0,1,0,0,1,7,1,0,0,26,2,3,18,1,53,3,True,123
4,2,2,3,2,1,0,3,3,0,44,0,0,1,0,4,1,6,0,0,2,26,17,0,18,1,72,10,True,145
0,2,0,4,2,5,0,11,0,0,27,0,0,1,1,2,1,2,0,0,3,0,9,0,10,18,37,0,True,79
2,3,2,5,2,2,1,3,1,1,35,0,0,1,1,3,0,6,2,0,2,13,12,8,18,2,56,3,True,122
3,1,4,1,3,1,2,10,2,0,46,0,0,1,1,3,1,3,0,0,0,21,17,9,12,1,67,7,True,134
1,3,2,2,2,2,0,12,0,0,11,0,0,2,0,3,1,5,0,0,0,6,3,0,18,4,31,0,True,68
4,2,1,4,1,1,0,4,3,0,28,0,0,1,0,1,1,4,1,0,2,27,9,0,18,1,65,10,True,141
3,2,3,3,1,2,1,4,3,0,32,0,0,1,0,1,1,4,0,0,3,21,13,4,18,2,68,10,True,142
0,4,5,4,1,0,1,8,2,1,35,0,0,1,0,0,0,9,1,0,3,0,20,8,18,0,49,3,True,105
3,2,3,3,2,2,0,12,3,0,34,0,0,2,0,0,1,4,2,0,2,21,14,0,10,4,56,7,True,128
3,1,2,5,3,1,0,7,3,1,15,0,0,1,1,1,1,3,3,0,2,21,10,0,10,1,55,13,True,130
4,2,3,4,2,0,1,10,2,1,44,0,0,1,0,3,1,4,2,0,2,26,18,2,13,0,66,7,True,143
4,2,3,3,2,2,0,6,2,0,10,0,0,1,1,1,1,4,1,0,2,26,6,0,13,2,50,3,True,120
1,3,3,4,2,0,0,5,3,0,26,0,0,2,1,3,0,5,2,0,0,6,18,0,15,0,49,10,True,106
3,2,2,5,2,0,0,10,2,0,44,0,0,1,0,4,1,7,0,0,2,17,14,0,14,0,52,7,True,115
3,1,3,4,2,1,1,13,3,1,29,0,0,1,1,1,1,1,0,0,2,21,12,7,8,1,52,3,True,136
2,1,2,3,2,5,1,11,2,0,46,0,0,1,0,1,2,1,2,0,1,11,15,6,8,16,61,5,True,121
2,2,4,2,2,1,2,7,3,0,21,0,0,1,0,0,1,3,1,0,3,14,14,15,7,1,64,13,True,142
2,2,3,4,2,3,0,1,1,1,8,0,0,1,0,3,1,5,3,0,0,15,5,0,10,5,38,3,False,88
2,3,2,3,3,1,0,2,3,0,1,0,0,1,1,0,1,6,2,0,4,14,3,0,17,1,45,10,True,117
2,2,3,5,2,1,1,11,2,1,31,0,0,1,0,2,2,3,3,0,1,11,12,7,7,1,43,5,True,101
3,2,3,1,2,1,2,3,3,0,18,0,0,1,0,1,1,4,2,0,0,21,6,14,18,1,70,10,True,140
3,3,3,3,2,1,0,1,3,1,14,0,0,1,1,2,0,6,2,0,1,18,7,0,13,4,52,10,True,117
3,2,3,4,1,0,1,6,3,0,31,0,0,1,1,1,0,4,3,0,2,21,14,2,7,0,54,10,True,130
2,3,5,2,3,1,1,0,1,0,23,0,0,1,1,1,1,7,3,0,0,14,10,3,16,1,47,3,True,104
3,1,3,4,2,1,1,2,3,0,30,0,0,0,1,3,1,1,0,0,3,21,13,7,6,1,58,10,True,140
3,2,4,1,3,0,2,9,3,0,28,0,0,1,1,0,1,3,0,0,2,21,12,7,18,0,63,5,True,133
0,2,2,5,0,0,0,4,2,0,33,0,0,0,0,3,1,3,0,0,3,0,13,0,3,0,19,3,False,70
1,2,2,3,3,1,1,8,3,1,16,0,0,1,1,1,1,3,2,0,0,8,8,7,8,4,38,3,True,94
3,2,3,3,3,1,0,2,3,0,22,0,0,1,1,0,1,4,3,0,3,19,10,0,10,1,50,10,True,125
2,2,4,2,1,0,1,12,3,1,32,0,0,1,0,0,1,4,2,0,0,15,13,3,14,0,52,7,True,121
3,3,3,2,2,0,1,8,3,1,30,0,0,1,0,0,1,5,2,0,2,19,13,8,15,1,59,3,True,134
3,3,1,3,2,1,1,0,3,0,18,0,0,0,1,0,1,6,1,0,3,20,6,3,17,1,62,15,True,140
2,2,5,1,3,0,1,13,3,0,34,0,0,1,2,0,1,2,0,0,0,14,19,6,18,0,60,3,True,131
2,4,4,1,2,0,1,7,3,1,30,0,0,1,0,0,1,7,1,0,0,14,17,4,18,0,66,13,True,132
2,2,1,4,2,0,0,9,1,0,26,0,0,1,0,2,1,2,0,0,4,11,8,0,10,0,29,0,True,82
2,1,1,2,3,5,0,7,2,0,4,0,0,1,1,3,1,1,1,0,0,14,1,0,8,13,44,8,True,94
2,3,4,3,2,0,1,13,3,0,35,0,0,1,1,0,1,7,1,0,3,15,15,0,10,1,44,3,True,117
3,2,4,3,3,0,0,5,3,0,19,0,0,2,1,1,1,4,0,0,3,21,13,0,14,0,58,10,True,132
0,3,2,4,3,2,0,0,1,0,32,0,0,1,1,2,1,6,4,0,0,0,16,0,17,4,40,3,True,80
1,3,5,1,1,3,1,11,2,0,21,0,0,0,1,1,1,6,0,0,0,6,12,6,18,10,57,5,True,109
2,3,3,3,2,1,1,5,3,0,34,0,0,2,1,1,0,7,0,0,2,15,14,4,9,1,53,10,True,126
2,2,2,6,2,0,1,1,3,3,22,0,0,1,0,0,1,4,2,0,3,15,13,9,5,1,53,10,True,133
2,3,3,4,1,1,2,9,3,0,39,0,0,0,0,3,1,7,0,0,3,14,17,2,18,1,57,5,True,122
2,2,4,2,2,1,2,10,2,0,22,0,0,1,0,1,1,4,1,0,2,14,9,10,18,1,59,7,True,124
3,2,4,1,3,2,0,10,2,0,21,0,0,1,1,1,1,4,0,0,0,21,12,0,18,2,60,7,True,125
1,3,3,5,0,0,3,9,3,0,31,0,0,0,0,1,0,6,3,0,4,6,13,9,18,0,51,5,True,115
2,3,4,2,2,1,1,8,3,1,32,0,0,1,0,1,1,5,0,0,2,15,13,6,14,4,55,3,True,128
4,1,4,4,0,1,1,12,3,1,20,0,0,1,0,2,0,1,2,0,1,26,10,2,8,1,54,7,True,133
3,3,3,4,1,0,1,2,3,0,22,0,0,1,0,0,0,6,2,0,4,20,11,8,5,0,54,10,True,139
4,2,2,4,2,0,1,4,3,0,30,0,0,1,1,0,1,4,0,0,3,26,10,7,9,0,62,10,True,149
3,2,1,5,3,1,0,8,3,1,33,0,0,1,1,3,1,4,0,0,3,20,16,0,12,4,55,3,True,125
3,1,4,3,2,1,1,13,3,2,33,0,0,1,1,2,1,1,2,0,0,19,14,3,7,1,47,3,True,121
0,3,4,3,2,1,0,10,2,0,50,0,0,1,1,4,0,7,2,0,0,0,21,0,18,1,47,7,True,101
3,2,5,4,1,0,0,13,3,0,13,0,0,0,1,1,1,5,2,0,2,21,11,0,15,0,50,3,True,129
2,3,3,3,2,0,0,4,3,0,30,0,0,1,1,0,1,6,1,0,3,14,13,0,18,0,55,10,True,123
2,2,3,3,2,1,1,3,3,0,24,0,0,1,1,3,0,6,0,0,2,14,11,6,17,1,59,10,True,131
3,0,4,3,2,2,0,4,3,0,38,0,0,1,0,2,2,0,0,0,3,21,18,0,-5,2,46,10,True,114
2,1,4,3,2,0,1,2,3,0,41,0,0,1,0,2,1,1,2,0,1,15,19,3,18,0,65,10,True,138
4,2,3,2,3,0,0,11,3,0,36,0,0,1,1,2,2,2,0,0,0,26,14,0,10,0,60,10,True,136
3,3,4,3,1,0,1,5,3,0,13,0,0,2,0,3,0,4,0,0,1,21,11,1,18,0,61,10,True,128
3,2,2,5,2,1,0,1,3,2,44,0,0,1,1,3,0,4,0,0,2,21,22,0,14,4,71,10,True,139
3,1,3,2,3,0,2,4,3,0,44,0,0,1,1,0,2,2,2,0,1,21,16,10,14,0,71,10,True,144
3,3,4,3,2,0,0,13,3,0,31,0,0,1,1,2,1,7,2,0,1,19,13,0,18,0,53,3,True,126
3,4,4,1,2,1,0,13,3,0,18,0,0,1,1,0,1,8,0,0,0,21,10,0,18,1,53,3,True,124
3,2,1,5,2,3,1,8,1,2,24,0,0,1,0,2,1,4,3,0,1,21,8,4,14,5,55,3,True,117
4,0,3,2,3,1,1,1,3,1,18,0,0,1,1,0,1,0,0,0,3,27,9,5,-5,4,50,10,True,125
1,2,0,3,3,6,0,7,0,0,41,0,0,1,1,2,1,4,3,0,0,6,13,0,5,21,45,0,True,90
4,1,3,4,1,2,0,11,3,0,47,0,0,1,0,3,1,1,0,0,3,27,19,0,9,4,69,10,True,144
2,3,4,2,3,1,0,8,3,1,53,0,0,1,1,1,1,7,0,0,2,15,23,0,13,4,58,3,True,130
3,1,3,2,3,1,1,11,3,0,35,0,0,1,1,2,2,2,0,0,1,21,13,6,1,1,52,10,True,127
2,1,5,1,3,3,0,13,3,0,26,0,0,1,2,0,1,1,2,0,0,14,13,0,12,5,47,3,True,116
2,2,3,2,2,0,2,5,3,0,35,0,0,2,1,1,0,4,0,0,2,11,14,8,14,0,57,10,True,120
3,1,3,3,3,0,1,6,3,1,27,0,0,1,2,2,1,1,0,0,2,20,12,7,2,0,51,10,True,125
4,4,2,4,1,0,0,5,3,1,33,0,0,2,0,1,0,9,0,0,2,27,11,0,17,0,65,10,True,144
4,1,4,4,1,2,0,12,2,3,29,0,0,2,0,2,0,1,0,0,2,26,15,0,2,2,45,0,True,113
3,2,1,4,2,1,1,3,3,0,22,0,0,1,0,1,1,4,3,0,2,19,7,7,13,1,57,10,True,131
2,4,2,3,3,0,2,9,3,0,24,0,0,1,1,0,1,9,3,0,3,15,11,14,18,0,63,5,True,131
3,3,4,3,1,2,0,4,2,0,26,0,0,0,1,1,1,6,2,0,2,21,11,0,9,4,48,3,True,122
0,2,4,2,2,1,3,1,3,1,17,0,0,1,1,0,0,4,2,0,0,0,12,10,8,4,44,10,True,103
2,0,4,3,2,0,2,0,3,0,37,0,0,0,1,0,1,0,2,0,2,14,18,8,-3,0,52,15,True,117
1,2,2,4,2,1,0,0,3,0,11,0,0,1,1,0,0,2,3,0,3,7,5,0,18,1,46,15,True,104
3,2,3,3,2,0,1,5,3,1,24,0,0,2,0,0,1,4,0,0,2,19,11,2,18,0,60,10,True,125
1,4,3,3,1,0,1,1,3,1,28,0,0,1,0,3,0,7,0,0,1,6,12,6,18,1,53,10,True,111
3,2,5,3,1,1,0,12,3,1,34,0,0,2,0,0,0,4,2,0,0,20,19,0,10,1,57,7,True,135
3,1,3,2,2,1,2,0,3,0,15,0,0,1,1,2,0,1,1,0,1,21,5,11,12,1,65,15,True,138
2,1,3,3,2,0,1,2,3,0,43,0,0,1,0,2,1,3,1,0,2,11,17,6,8,0,52,10,True,120
0,1,3,2,3,0,0,13,1,0,34,0,0,1,2,3,1,1,0,0,0,0,13,0,9,0,24,2,False,65
2,2,4,3,1,2,1,4,3,0,39,0,0,0,1,1,1,4,2,0,1,14,16,2,18,2,62,10,True,128
3,2,2,2,3,1,1,8,3,1,22,0,0,1,1,0,1,2,0,0,2,21,10,6,18,4,62,3,True,134
4,2,3,2,2,1,0,12,3,0,27,0,0,2,0,0,1,5,2,0,1,26,11,0,15,1,60,7,True,133
4,2,3,2,3,1,0,13,3,0,19,0,0,1,2,0,1,2,2,0,1,26,9,0,18,1,57,3,True,136
3,2,4,2,2,1,1,10,2,0,30,0,0,1,1,1,0,4,2,0,0,21,12,0,18,4,62,7,True,131
0,3,5,2,2,1,1,9,3,0,34,0,0,1,1,0,0,6,0,0,3,0,19,4,18,1,47,5,True,102
2,2,2,4,2,2,1,3,1,0,35,0,0,1,0,1,1,3,3,0,2,12,13,0,12,9,49,3,True,97
2,3,3,3,3,0,1,13,3,0,34,0,0,1,2,0,1,7,0,0,3,13,14,6,14,0,50,3,True,125
2,1,3,4,2,0,3,9,3,0,50,0,0,1,0,3,1,1,2,0,1,14,20,22,1,0,62,5,True,135
3,1,5,2,3,1,0,0,3,0,21,0,0,1,1,0,1,1,1,0,3,20,15,0,9,1,60,15,True,132
0,2,5,3,2,0,0,7,3,0,52,0,0,1,1,0,0,4,4,0,2,0,28,0,10,0,51,13,True,110
2,0,3,3,1,1,1,5,3,0,32,0,0,2,0,0,0,0,0,0,3,11,13,3,-6,1,32,10,False,91
2,3,3,3,2,1,1,12,3,0,32,0,0,2,0,0,1,7,2,0,1,15,13,2,18,1,56,7,True,123
4,2,3,2,2,1,1,12,3,0,20,0,0,2,0,0,1,4,2,0,1,26,6,6,18,1,64,7,True,138
2,2,4,3,2,0,2,7,3,0,41,0,0,1,0,0,1,2,3,0,0,15,20,12,10,0,70,13,True,147
1,0,4,2,1,1,0,6,3,0,35,0,0,1,1,0,0,0,0,0,3,5,15,0,-3,1,28,10,False,76
3,1,2,4,3,1,1,1,3,1,47,0,0,1,1,2,1,1,2,0,2,21,15,8,8,4,66,10,True,142
3,1,4,1,2,2,1,3,3,0,11,0,0,0,1,2,1,3,0,0,0,17,7,7,13,2,56,10,True,119
3,3,3,1,3,0,2,2,3,0,7,0,0,1,1,0,1,4,0,0,1,21,3,14,12,0,60,10,True,137
2,2,4,3,2,1,0,2,3,0,23,0,0,1,0,3,1,3,0,0,3,15,17,0,13,1,56,10,True,121
1,2,3,3,2,0,1,2,3,0,33,0,0,1,0,1,1,4,2,0,1,6,14,6,14,0,50,10,True,117
2,3,4,3,1,0,1,2,3,0,42,0,0,1,0,2,0,6,2,0,1,15,20,1,17,0,63,10,True,140
1,3,5,3,2,0,2,9,3,1,46,0,0,1,0,0,1,7,0,0,4,8,23,8,10,0,54,5,True,123
2,2,5,2,2,1,0,12,3,0,41,0,0,2,0,2,1,4,0,0,1,14,23,0,10,1,55,7,True,118
3,3,5,1,2,1,0,3,3,0,17,0,0,1,0,1,1,8,2,0,0,20,9,0,17,1,57,10,True,127
3,1,3,3,3,1,0,7,3,0,31,0,0,1,1,2,1,1,1,0,3,21,13,0,12,1,60,13,True,134
2,2,3,4,2,2,0,13,3,0,30,0,0,1,1,2,1,2,2,0,2,14,13,0,12,4,46,3,True,120
2,2,4,1,3,0,2,5,3,0,10,0,0,2,1,2,1,4,0,0,0,14,7,10,8,0,49,10,True,114
1,3,4,3,1,3,1,8,0,1,50,0,0,1,0,1,0,6,2,0,2,6,20,2,17,5,50,0,True,103
2,2,4,1,2,1,1,13,3,0,18,0,0,1,1,0,1,5,2,0,0,15,7,4,12,1,42,3,True,111
3,1,5,2,2,1,1,5,3,1,15,0,0,2,0,0,1,3,1,0,0,21,5,4,9,1,50,10,True,112
1,3,4,1,2,0,0,7,3,0,19,0,0,1,0,0,1,3,3,0,0,6,10,0,2,0,31,13,True,86
3,2,4,2,3,1,1,10,2,0,37,0,0,1,1,1,1,6,0,0,2,20,16,3,18,1,65,7,True,136
3,1,4,2,2,0,1,0,3,0,31,0,0,1,0,2,1,2,2,0,0,20,17,5,-2,0,55,15,True,122
1,2,4,4,1,2,1,2,3,0,52,0,0,1,0,1,0,4,1,0,3,6,24,1,4,4,49,10,True,121
